"","Age","Year","Female","Male","Total"
"5086",89,1971,38449.89,10938.92,49388.81
"5087",89,1972,41814.1,11492.23,53306.33
"5088",89,1973,43973.03,11761.5,55734.53
"5089",89,1974,45213.09,11687.36,56900.45
"5090",89,1975,47508.2,11774.65,59282.85
"5091",89,1976,48319.4,11532.21,59851.61
"5092",89,1977,52423.48,12261.88,64685.36
"5093",89,1978,52528.68,11706.01,64234.69
"5094",89,1979,50942.49,10929.52,61872.01
"5095",89,1980,49960.03,11117.56,61077.59
"5096",89,1981,48509.73,11291.86,59801.59
"5097",89,1982,50107.81,11527.58,61635.39
"5098",89,1983,51426.34,11560.59,62986.93
"5099",89,1984,53130.3,11682.59,64812.89
"5100",89,1985,55138.32,11720.17,66858.49
"5101",89,1986,55309.94,11211.71,66521.65
"5102",89,1987,56847.26,10910.28,67757.54
"5103",89,1988,56014.07,10747.2,66761.27
"5104",89,1989,64162.98,11718.95,75881.93
"5105",89,1990,72082.61,12287.66,84370.27
"5106",89,1991,72039.74,12166.3,84206.04
"5107",89,1992,77232.27,13451.06,90683.33
"5108",89,1993,81296.925,14628.665,95925.59
"5109",89,1994,81984.11,14803.45,96787.56
"5110",89,1995,82366.03,14891.055,97257.085
"5111",89,1996,85229.79,15655.79,100885.58
"5112",89,1997,89112,16432.37,105544.37
"5113",89,1998,89541.98,16519.69,106061.67
"5114",89,1999,89630.35,17077.93,106708.28
"5115",89,2000,104378.29,18927.95,123306.24
"5116",89,2001,92657.8,18689.57,111347.37
"5117",89,2002,108405.22,20550.05,128955.27
"5118",89,2003,100010.21,19609.955,119620.16
"5119",89,2004,105617.47,19844.21,125461.68
"5120",89,2005,86081.28,16442.17,102523.45
"5121",89,2006,69646.14,13182.1,82828.24
"5122",89,2007,58108.07,11775.07,69883.14
"5123",89,2008,91036.82,18079.44,109116.26
"5124",89,2009,72580.83,14850.78,87431.61
"5125",89,2010,73040.73,14307.38,87348.11
"5126",89,2011,83293.92,16237.12,99531.04
"5127",89,2012,97756.84,17419.24,115176.08
"5128",89,2013,119834.04,21150.65,140984.69
"5129",89,2014,134581.39,26069.28,160650.67
"5130",89,2015,146562.87,31074.06,177636.93
"5131",90,1959,16218.23,4932.31,21150.54
"5132",90,1960,19693.97,6427.49,26121.46
"5133",90,1961,21686.1,6966.97,28653.07
"5134",90,1962,20649.64,6500.23,27149.87
"5135",90,1963,21588.45,6786.17,28374.62
"5136",90,1964,22387.47,6831.85,29219.32
"5137",90,1965,23138.76,6840.25,29979.01
"5138",90,1966,23900.04,6905.47,30805.51
"5139",90,1967,24534.39,7191.78,31726.17
"5140",90,1968,25837.26,7325.34,33162.6
"5141",90,1969,25791.17,7030.89,32822.06
"5142",90,1970,28722.71,7876.77,36599.48
"5143",90,1971,31282.9,8624.42,39907.32
"5144",90,1972,31585.64,8648.14,40233.78
"5145",90,1973,34197.71,8993.24,43190.95
"5146",90,1974,35502.9,9143.73,44646.63
"5147",90,1975,37099.68,9176.3,46275.98
"5148",90,1976,38434.67,9111.86,47546.53
"5149",90,1977,38891.86,8856.59,47748.45
"5150",90,1978,42468.47,9459.52,51927.99
"5151",90,1979,43032.35,9047.58,52079.93
"5152",90,1980,41197.66,8344.27,49541.93
"5153",90,1981,40407.21,8481.73,48888.94
"5154",90,1982,39293.2,8682.87,47976.07
"5155",90,1983,40904.93,8927.18,49832.11
"5156",90,1984,41499.04,8860.96,50360
"5157",90,1985,42115.09,8739.25,50854.34
"5158",90,1986,43505.43,8814.42,52319.85
"5159",90,1987,44103.05,8488.39,52591.44
"5160",90,1988,45385.8,8305.36,53691.16
"5161",90,1989,44127.78,8154.19,52281.97
"5162",90,1990,51613.2,9106.91,60720.11
"5163",90,1991,57803.21,9477.49,67280.7
"5164",90,1992,57775.95,9290.67,67066.62
"5165",90,1993,61438.955,10156.835,71595.785
"5166",90,1994,62907.47,10702.53,73610
"5167",90,1995,63683.515,10844.765,74528.28
"5168",90,1996,64422.56,11088.4,75510.96
"5169",90,1997,66757.41,11694.95,78452.36
"5170",90,1998,69890.69,12322.22,82212.91
"5171",90,1999,70292.33,12397.86,82690.19
"5172",90,2000,68593.25,12657.39,81250.64
"5173",90,2001,81352.57,14237.19,95589.76
"5174",90,2002,72497.21,14082.63,86579.84
"5175",90,2003,84680.43,15443.055,100123.485
"5176",90,2004,78096.77,14913.82,93010.59
"5177",90,2005,83558.45,15168.61,98727.06
"5178",90,2006,68028.51,12638.51,80667.02
"5179",90,2007,55517.72,10190.6,65708.32
"5180",90,2008,46736.95,9088.32,55825.27
"5181",90,2009,72843.46,14153.68,86997.14
"5182",90,2010,58436.64,11685.52,70122.16
"5183",90,2011,58613.51,11228.32,69841.83
"5184",90,2012,68244.07,12860.17,81104.24
"5185",90,2013,79942.13,13892.85,93834.98
"5186",90,2014,98219.8,17053.43,115273.23
"5187",90,2015,110809.49,20966.38,131775.87
"5188",91,1959,13429.89,3903.67,17333.56
"5189",91,1960,13293.31,3971.81,17265.12
"5190",91,1961,16467.3,5299.1,21766.4
"5191",91,1962,18025.42,5711.72,23737.14
"5192",91,1963,16584.62,5078.12,21662.74
"5193",91,1964,17593.01,5456.36,23049.37
"5194",91,1965,18550.9,5543.56,24094.46
"5195",91,1966,18832.24,5390.99,24223.23
"5196",91,1967,19516.47,5465.81,24982.28
"5197",91,1968,19781.52,5646.65,25428.17
"5198",91,1969,20965.89,5751.47,26717.36
"5199",91,1970,20703.04,5411.25,26114.29
"5200",91,1971,23365.1,6147.59,29512.69
"5201",91,1972,25569.76,6809.2,32378.96
"5202",91,1973,25542.83,6746.56,32289.39
"5203",91,1974,27544.66,7001.76,34546.42
"5204",91,1975,29008.54,7139.42,36147.96
"5205",91,1976,29813.8,7000.64,36814.44
"5206",91,1977,30690.9,6965.4,37656.3
"5207",91,1978,31225.72,6825.95,38051.67
"5208",91,1979,34435.86,7220.95,41656.81
"5209",91,1980,34275.95,6897.27,41173.22
"5210",91,1981,32767.61,6260.16,39027.77
"5211",91,1982,32518.53,6471.56,38990.09
"5212",91,1983,31770.51,6668.06,38438.57
"5213",91,1984,32704.86,6757.64,39462.5
"5214",91,1985,32443.45,6539.53,38982.98
"5215",91,1986,32901.91,6459.48,39361.39
"5216",91,1987,34312.82,6590.81,40903.63
"5217",91,1988,34706.22,6443.55,41149.77
"5218",91,1989,35290.74,6245.05,41535.79
"5219",91,1990,34703.28,6198.95,40902.23
"5220",91,1991,40696.32,6936.63,47632.95
"5221",91,1992,45581.17,7112.77,52693.94
"5222",91,1993,45074.615,6861.73,51936.35
"5223",91,1994,46649.35,7295.84,53945.19
"5224",91,1995,47879.845,7718.905,55598.75
"5225",91,1996,48694.14,7922.28,56616.42
"5226",91,1997,49537.67,8165.18,57702.85
"5227",91,1998,51181.55,8598.96,59780.51
"5228",91,1999,53699.82,9128.97,62828.79
"5229",91,2000,53272.23,9055.48,62327.71
"5230",91,2001,52134,9177.38,61311.38
"5231",91,2002,62439.3,10549.01,72988.31
"5232",91,2003,55579.255,10346.535,65925.79
"5233",91,2004,64918.37,11352.59,76270.96
"5234",91,2005,60470.62,11180.02,71650.64
"5235",91,2006,64532.62,11398.33,75930.95
"5236",91,2007,52783.98,9537.93,62321.91
"5237",91,2008,43419.53,7756.44,51175.97
"5238",91,2009,36585.67,6922,43507.67
"5239",91,2010,57386.07,10789.27,68175.34
"5240",91,2011,45837.03,8934.39,54771.42
"5241",91,2012,46866.56,8762.75,55629.31
"5242",91,2013,54521.03,9995.23,64516.26
"5243",91,2014,64071.33,10904.28,74975.61
"5244",91,2015,79012.91,13435.6,92448.51
"5245",92,1959,10418.87,3125.33,13544.2
"5246",92,1960,11569.59,3296.68,14866.27
"5247",92,1961,11521.86,3372.22,14894.08
"5248",92,1962,14142.97,4495.38,18638.35
"5249",92,1963,14949.19,4564.02,19513.21
"5250",92,1964,13940.48,4179.44,18119.92
"5251",92,1965,14910.26,4523.05,19433.31
"5252",92,1966,15525.59,4527.18,20052.77
"5253",92,1967,15692.75,4308.16,20000.91
"5254",92,1968,15826.68,4297.13,20123.81
"5255",92,1969,16102.81,4492.16,20594.97
"5256",92,1970,16957.65,4488.77,21446.42
"5257",92,1971,16773.66,4180.57,20954.23
"5258",92,1972,19135.39,4844.07,23979.46
"5259",92,1973,20547.79,5282.28,25830.07
"5260",92,1974,20510.19,5250.69,25760.88
"5261",92,1975,22541.38,5535.38,28076.76
"5262",92,1976,23365.51,5424.67,28790.18
"5263",92,1977,23793.28,5351.45,29144.73
"5264",92,1978,24553.11,5312.99,29866.1
"5265",92,1979,25059.69,5237.76,30297.45
"5266",92,1980,27320.93,5453.5,32774.43
"5267",92,1981,26871.88,5140.65,32012.53
"5268",92,1982,26174.45,4791.37,30965.82
"5269",92,1983,26152.07,4932.59,31084.66
"5270",92,1984,25264.49,5044.97,30309.46
"5271",92,1985,25408.92,4995.51,30404.43
"5272",92,1986,25103.02,4805.42,29908.44
"5273",92,1987,25851.32,4850.07,30701.39
"5274",92,1988,26849.94,4952.31,31802.25
"5275",92,1989,26602.76,4766.86,31369.62
"5276",92,1990,27450.59,4648.05,32098.64
"5277",92,1991,26682.79,4584.77,31267.56
"5278",92,1992,31420.52,5116.1,36536.62
"5279",92,1993,34945.245,5173.28,40118.525
"5280",92,1994,33496.52,4793.41,38289.93
"5281",92,1995,34828.72,5158.39,39987.11
"5282",92,1996,35869.81,5550.56,41420.37
"5283",92,1997,36682.81,5648.23,42331.04
"5284",92,1998,37138.9,5850.87,42989.77
"5285",92,1999,38340.34,6219.98,44560.32
"5286",92,2000,39679.21,6499.15,46178.36
"5287",92,2001,39261.37,6441.44,45702.81
"5288",92,2002,38992.06,6585.66,45577.72
"5289",92,2003,46570.795,7661.515,54232.315
"5290",92,2004,41277.23,7486.43,48763.66
"5291",92,2005,49048.71,8223.73,57272.44
"5292",92,2006,45719.23,8164.4,53883.63
"5293",92,2007,48996.71,8491.66,57488.37
"5294",92,2008,40236.8,7162.22,47399.02
"5295",92,2009,33236.03,5802.62,39038.65
"5296",92,2010,28207.2,5245.32,33452.52
"5297",92,2011,44057.01,8049.2,52106.21
"5298",92,2012,35981.45,6932.56,42914.01
"5299",92,2013,36801.6,6660.79,43462.39
"5300",92,2014,42754.84,7658.41,50413.25
"5301",92,2015,50469.15,8364.64,58833.79
"5302",93,1959,8576.14,2539.05,11115.19
"5303",93,1960,8724.49,2563.9,11288.39
"5304",93,1961,9731.5,2732.38,12463.88
"5305",93,1962,9553.89,2729.62,12283.51
"5306",93,1963,11406.16,3493.68,14899.84
"5307",93,1964,12207.03,3632.59,15839.62
"5308",93,1965,11492.57,3357.39,14849.96
"5309",93,1966,12067.25,3578.71,15645.96
"5310",93,1967,12680.08,3530.95,16211.03
"5311",93,1968,12476.68,3314.91,15791.59
"5312",93,1969,12908.05,3401.28,16309.33
"5313",93,1970,12734.43,3452.39,16186.82
"5314",93,1971,13478.13,3406.05,16884.18
"5315",93,1972,13336,3219.03,16555.03
"5316",93,1973,15167.28,3671.33,18838.61
"5317",93,1974,16075.54,4039.67,20115.21
"5318",93,1975,16412.17,4075.91,20488.08
"5319",93,1976,17780.2,4137.01,21917.21
"5320",93,1977,18318.24,4086.53,22404.77
"5321",93,1978,18707.24,3983.36,22690.6
"5322",93,1979,19432.81,4039,23471.81
"5323",93,1980,19532.27,3876.7,23408.97
"5324",93,1981,21166.76,4058.65,25225.41
"5325",93,1982,21053.71,3845.22,24898.93
"5326",93,1983,20755.23,3595.82,24351.05
"5327",93,1984,20591.17,3707.51,24298.68
"5328",93,1985,19466.37,3683.93,23150.3
"5329",93,1986,19444.08,3640.2,23084.28
"5330",93,1987,19377.37,3530.76,22908.13
"5331",93,1988,19947.92,3551.95,23499.87
"5332",93,1989,20296.51,3561.65,23858.16
"5333",93,1990,20424.96,3507.52,23932.48
"5334",93,1991,20731.21,3353.96,24085.17
"5335",93,1992,20218.75,3282.37,23501.12
"5336",93,1993,23588.93,3679.995,27268.925
"5337",93,1994,25409.81,3555.69,28965.5
"5338",93,1995,24403.425,3315.855,27719.28
"5339",93,1996,25647.53,3599.41,29246.94
"5340",93,1997,26329.11,3904.47,30233.58
"5341",93,1998,26870.05,3965.73,30835.78
"5342",93,1999,27269.35,4097.65,31367
"5343",93,2000,27453.43,4272.7,31726.13
"5344",93,2001,28533.66,4480.9,33014.56
"5345",93,2002,28373.43,4502.95,32876.38
"5346",93,2003,28302.705,4621.07,32923.78
"5347",93,2004,33899.6,5412.01,39311.61
"5348",93,2005,30426.28,5294.31,35720.59
"5349",93,2006,35966.57,5950.64,41917.21
"5350",93,2007,33953.96,5947.53,39901.49
"5351",93,2008,36462.18,6150.69,42612.87
"5352",93,2009,29957.61,5251.71,35209.32
"5353",93,2010,24947.18,4242.62,29189.8
"5354",93,2011,21125.23,3824.99,24950.22
"5355",93,2012,33713.56,6042.35,39755.91
"5356",93,2013,27489.67,5130.16,32619.83
"5357",93,2014,28287.05,5025.92,33312.97
"5358",93,2015,32911.2,5866.3,38777.5
"5359",94,1959,7563.51,2245.72,9809.23
"5360",94,1960,7223,2107.62,9330.62
"5361",94,1961,7374.74,2135.16,9509.9
"5362",94,1962,8134.48,2210.94,10345.42
"5363",94,1963,7699.94,2108.55,9808.49
"5364",94,1964,9344.16,2798.82,12142.98
"5365",94,1965,10066.66,2935.57,13002.23
"5366",94,1966,9330.59,2611.74,11942.33
"5367",94,1967,9735.06,2791.65,12526.71
"5368",94,1968,10164.79,2727.63,12892.42
"5369",94,1969,9929.32,2559.55,12488.87
"5370",94,1970,10201.31,2614.72,12816.03
"5371",94,1971,10058.64,2590.99,12649.63
"5372",94,1972,10662.89,2641.41,13304.3
"5373",94,1973,10437.35,2415.36,12852.71
"5374",94,1974,11801.02,2794.95,14595.97
"5375",94,1975,12661.4,3087.98,15749.38
"5376",94,1976,12755.35,3007.21,15762.56
"5377",94,1977,13833.89,3110.18,16944.07
"5378",94,1978,14248.81,3050.24,17299.05
"5379",94,1979,14717.87,3011.9,17729.77
"5380",94,1980,14886.49,2967.97,17854.46
"5381",94,1981,14947.35,2852.15,17799.5
"5382",94,1982,16463.45,2977.76,19441.21
"5383",94,1983,16519.78,2850.5,19370.28
"5384",94,1984,16203.11,2617.3,18820.41
"5385",94,1985,15788.53,2652.56,18441.09
"5386",94,1986,14772.19,2667.32,17439.51
"5387",94,1987,14971.34,2644.62,17615.96
"5388",94,1988,14784.16,2542.09,17326.25
"5389",94,1989,14993.56,2519.58,17513.14
"5390",94,1990,15492.69,2572.84,18065.53
"5391",94,1991,15172.21,2523.81,17696.02
"5392",94,1992,15540.43,2363.83,17904.26
"5393",94,1993,14781.365,2293.04,17074.4
"5394",94,1994,16747.82,2465.21,19213.03
"5395",94,1995,18288.21,2397.57,20685.78
"5396",94,1996,17411.25,2256.95,19668.2
"5397",94,1997,18450.69,2520.7,20971.39
"5398",94,1998,18810.87,2709.49,21520.36
"5399",94,1999,19193.16,2704.51,21897.67
"5400",94,2000,19067.56,2757.32,21824.88
"5401",94,2001,19344.57,2933.92,22278.49
"5402",94,2002,20227.58,3093.67,23321.25
"5403",94,2003,20101.595,3100.51,23202.105
"5404",94,2004,20042.74,3175.83,23218.57
"5405",94,2005,24402.89,3828.87,28231.76
"5406",94,2006,21780.09,3652.46,25432.55
"5407",94,2007,26038.27,4190.27,30228.54
"5408",94,2008,24789.08,4329.74,29118.82
"5409",94,2009,26599.21,4397.29,30996.5
"5410",94,2010,22037.4,3748.03,25785.43
"5411",94,2011,18105.95,3011.89,21117.84
"5412",94,2012,15817.76,2791.89,18609.65
"5413",94,2013,25128.65,4470.15,29598.8
"5414",94,2014,20679.03,3802.58,24481.61
"5415",94,2015,21145.69,3736.5,24882.19
"5416",95,1959,6200.55,1841.4,8041.95
"5417",95,1960,6283.7,1850.95,8134.65
"5418",95,1961,6055.15,1746.16,7801.31
"5419",95,1962,6095.52,1750.35,7845.87
"5420",95,1963,6507.22,1714.19,8221.41
"5421",95,1964,6284.62,1686.71,7971.33
"5422",95,1965,7625.17,2238.17,9863.34
"5423",95,1966,8025.82,2268.48,10294.3
"5424",95,1967,7403.08,2042.14,9445.22
"5425",95,1968,7646.45,2145.46,9791.91
"5426",95,1969,7775.97,2027,9802.97
"5427",95,1970,7738.76,1957.62,9696.38
"5428",95,1971,7922.06,1960.7,9882.76
"5429",95,1972,7836.25,1979.1,9815.35
"5430",95,1973,8255.5,1980.56,10236.06
"5431",95,1974,7955.83,1798.11,9753.94
"5432",95,1975,9177.22,2118.45,11295.67
"5433",95,1976,9722.49,2249.43,11971.92
"5434",95,1977,9777.69,2247.99,12025.68
"5435",95,1978,10608.99,2316.14,12925.13
"5436",95,1979,11046.45,2273.29,13319.74
"5437",95,1980,11094.74,2156.64,13251.38
"5438",95,1981,11218.9,2148.72,13367.62
"5439",95,1982,11427.27,2073.52,13500.79
"5440",95,1983,12751.85,2215.27,14967.12
"5441",95,1984,12669.46,2029.49,14698.95
"5442",95,1985,12166.77,1835.3,14002.07
"5443",95,1986,11853.97,1903.31,13757.28
"5444",95,1987,11297.18,1915.77,13212.95
"5445",95,1988,11436.12,1905.43,13341.55
"5446",95,1989,10967.42,1804.81,12772.23
"5447",95,1990,11337.13,1790.24,13127.37
"5448",95,1991,11367.65,1805.9,13173.55
"5449",95,1992,11143.54,1774.01,12917.55
"5450",95,1993,11175.64,1594.64,12770.275
"5451",95,1994,10161.89,1457.15,11619.04
"5452",95,1995,11863.465,1617.135,13480.6
"5453",95,1996,12888.54,1636.72,14525.26
"5454",95,1997,12122.49,1515.09,13637.58
"5455",95,1998,12889.31,1713.1,14602.41
"5456",95,1999,13095.07,1846.52,14941.59
"5457",95,2000,12979.21,1787.41,14766.62
"5458",95,2001,13105.43,1847,14952.43
"5459",95,2002,13458.92,1945.49,15404.41
"5460",95,2003,13987.895,2076.095,16063.99
"5461",95,2004,13885.31,2089.28,15974.59
"5462",95,2005,13988.8,2159.18,16147.98
"5463",95,2006,16891.27,2660.46,19551.73
"5464",95,2007,15238.43,2500.09,17738.52
"5465",95,2008,18400.44,2902.86,21303.3
"5466",95,2009,17612.6,3040.63,20653.23
"5467",95,2010,19137.22,3082.71,22219.93
"5468",95,2011,15577.26,2600.81,18178.07
"5469",95,2012,13166.14,2181.99,15348.13
"5470",95,2013,11442.69,1999.76,13442.45
"5471",95,2014,18359.05,3249.01,21608.06
"5472",95,2015,14968.62,2733.47,17702.09
"5473",96,1959,4641.19,1400.94,6042.13
"5474",96,1960,4950.11,1435.17,6385.28
"5475",96,1961,5112.97,1502.37,6615.34
"5476",96,1962,4830.79,1393.81,6224.6
"5477",96,1963,4689.81,1302.46,5992.27
"5478",96,1964,5202.03,1365.46,6567.49
"5479",96,1965,4942.95,1314.4,6257.35
"5480",96,1966,5908.99,1723.9,7632.89
"5481",96,1967,6213.71,1743.21,7956.92
"5482",96,1968,5680.16,1548.5,7228.66
"5483",96,1969,5907.09,1627.51,7534.6
"5484",96,1970,5944.78,1529.63,7474.41
"5485",96,1971,5843.88,1455.34,7299.22
"5486",96,1972,6072.34,1483.33,7555.67
"5487",96,1973,5997.93,1496.54,7494.47
"5488",96,1974,6253.64,1472.39,7726.03
"5489",96,1975,6096.08,1361.83,7457.91
"5490",96,1976,7008.94,1562.07,8571.01
"5491",96,1977,7294.39,1667.95,8962.34
"5492",96,1978,7397.39,1693.42,9090.81
"5493",96,1979,8159.2,1721.98,9881.18
"5494",96,1980,8231.63,1630.51,9862.14
"5495",96,1981,8233.85,1539.19,9773.04
"5496",96,1982,8482.38,1560.38,10042.76
"5497",96,1983,8705.95,1538.16,10244.11
"5498",96,1984,9643.2,1606.18,11249.38
"5499",96,1985,9382.4,1437.76,10820.16
"5500",96,1986,9044.21,1334.54,10378.75
"5501",96,1987,9033.9,1396.07,10429.97
"5502",96,1988,8525.22,1397.23,9922.45
"5503",96,1989,8431.88,1357.3,9789.18
"5504",96,1990,8253.07,1287.13,9540.2
"5505",96,1991,8329.85,1246.3,9576.15
"5506",96,1992,8290.8,1256.26,9547.06
"5507",96,1993,7952.05,1192.7,9144.75
"5508",96,1994,7624.81,1004.51,8629.32
"5509",96,1995,7045.79,967.175,8012.965
"5510",96,1996,8315.25,1080.55,9395.8
"5511",96,1997,8965.87,1115.42,10081.29
"5512",96,1998,8223.34,999.84,9223.18
"5513",96,1999,8905.01,1164.37,10069.38
"5514",96,2000,8703.6,1229.4,9933
"5515",96,2001,8719.83,1144.24,9864.07
"5516",96,2002,8948.38,1206.89,10155.27
"5517",96,2003,9040.145,1294.45,10334.595
"5518",96,2004,9496.51,1372.16,10868.67
"5519",96,2005,9457.46,1418.59,10876.05
"5520",96,2006,9548.84,1417.67,10966.51
"5521",96,2007,11611.54,1816.14,13427.68
"5522",96,2008,10528.35,1665.71,12194.06
"5523",96,2009,12460.7,1943.08,14403.78
"5524",96,2010,12213.92,2165.58,14379.5
"5525",96,2011,13282.56,2118.51,15401.07
"5526",96,2012,11223.49,1842.33,13065.82
"5527",96,2013,9422.95,1543.66,10966.61
"5528",96,2014,8132.97,1410.28,9543.25
"5529",96,2015,13051.1,2292.35,15343.45
"5530",97,1959,3559.52,1101.71,4661.23
"5531",97,1960,3615.72,1042.11,4657.83
"5532",97,1961,3933.88,1128.7,5062.58
"5533",97,1962,4022.21,1163.22,5185.43
"5534",97,1963,3646.76,1007.21,4653.97
"5535",97,1964,3682.53,1016.59,4699.12
"5536",97,1965,4031.74,1064.04,5095.78
"5537",97,1966,3763.02,1011.47,4774.49
"5538",97,1967,4526.59,1310.78,5837.37
"5539",97,1968,4634.95,1275.07,5910.02
"5540",97,1969,4306.69,1168.33,5475.02
"5541",97,1970,4439.14,1220.91,5660.05
"5542",97,1971,4451.02,1138.9,5589.92
"5543",97,1972,4409.12,1090.32,5499.44
"5544",97,1973,4582.19,1105.25,5687.44
"5545",97,1974,4481.45,1108.7,5590.15
"5546",97,1975,4775.51,1124.82,5900.33
"5547",97,1976,4576.99,1001.1,5578.09
"5548",97,1977,5259.26,1156.02,6415.28
"5549",97,1978,5435.23,1245.59,6680.82
"5550",97,1979,5613.85,1257.11,6870.96
"5551",97,1980,6030.94,1247.35,7278.29
"5552",97,1981,6033.36,1153.37,7186.73
"5553",97,1982,6168.82,1106.94,7275.76
"5554",97,1983,6374.77,1143.93,7518.7
"5555",97,1984,6539.01,1110.81,7649.82
"5556",97,1985,7134.03,1154.93,8288.96
"5557",97,1986,6831.03,1042.21,7873.24
"5558",97,1987,6849.28,992.95,7842.23
"5559",97,1988,6778.59,1020.18,7798.77
"5560",97,1989,6288.26,1006.16,7294.42
"5561",97,1990,6328.39,982.76,7311.15
"5562",97,1991,6017.73,899.48,6917.21
"5563",97,1992,6068.65,860.95,6929.6
"5564",97,1993,5896.685,846.98,6743.665
"5565",97,1994,5426.2,753.4,6179.6
"5566",97,1995,5231.855,660.73,5892.585
"5567",97,1996,4836.73,631.44,5468.17
"5568",97,1997,5787.84,752.24,6540.08
"5569",97,1998,6120.97,743.27,6864.24
"5570",97,1999,5441.43,652.47,6093.9
"5571",97,2000,5916.47,777.75,6694.22
"5572",97,2001,5727.04,818.09,6545.13
"5573",97,2002,5925.4,739.37,6664.77
"5574",97,2003,6059.535,807.66,6867.195
"5575",97,2004,6048.54,869.66,6918.2
"5576",97,2005,6294.49,915.93,7210.42
"5577",97,2006,6274.45,924.92,7199.37
"5578",97,2007,6308.2,950.06,7258.26
"5579",97,2008,7868.28,1220.93,9089.21
"5580",97,2009,6996.48,1117.83,8114.31
"5581",97,2010,8462.66,1310.43,9773.09
"5582",97,2011,8261.02,1448.92,9709.94
"5583",97,2012,9158.2,1476.72,10634.92
"5584",97,2013,7725.63,1267.33,8992.96
"5585",97,2014,6572.76,1075.69,7648.45
"5586",97,2015,5650.31,1000.81,6651.12
"5587",98,1959,2712.44,790.6,3503.04
"5588",98,1960,2685.39,814.33,3499.72
"5589",98,1961,2756.27,785.38,3541.65
"5590",98,1962,2982.33,843.83,3826.16
"5591",98,1963,2952.29,815.82,3768.11
"5592",98,1964,2761.27,755.58,3516.85
"5593",98,1965,2782.9,773.45,3556.35
"5594",98,1966,3041.39,795.14,3836.53
"5595",98,1967,2768.2,730.1,3498.3
"5596",98,1968,3341.64,949.97,4291.61
"5597",98,1969,3416.27,924.19,4340.46
"5598",98,1970,3128.98,851.04,3980.02
"5599",98,1971,3241.68,877.75,4119.43
"5600",98,1972,3326.32,847.67,4173.99
"5601",98,1973,3282.94,801.17,4084.11
"5602",98,1974,3372.3,818.47,4190.77
"5603",98,1975,3367.71,837.06,4204.77
"5604",98,1976,3553.37,829.69,4383.06
"5605",98,1977,3402.24,742.63,4144.87
"5606",98,1978,3941.52,865.35,4806.87
"5607",98,1979,4069.41,917.19,4986.6
"5608",98,1980,4097.63,907.85,5005.48
"5609",98,1981,4369.55,892.96,5262.51
"5610",98,1982,4468.98,836.1,5305.08
"5611",98,1983,4596.33,822.51,5418.84
"5612",98,1984,4762.53,820.86,5583.39
"5613",98,1985,4745.54,790.73,5536.27
"5614",98,1986,5164.38,827.55,5991.93
"5615",98,1987,5086.61,766.82,5853.43
"5616",98,1988,5158.24,728.17,5886.41
"5617",98,1989,4965.96,738.52,5704.48
"5618",98,1990,4661.4,735.67,5397.07
"5619",98,1991,4645.57,682.05,5327.62
"5620",98,1992,4390.23,623.52,5013.75
"5621",98,1993,4307.555,567.98,4875.535
"5622",98,1994,4007.71,522.08,4529.79
"5623",98,1995,3697.935,496.395,4194.335
"5624",98,1996,3621.55,441.96,4063.51
"5625",98,1997,3335.95,436.45,3772.4
"5626",98,1998,3959,504.1,4463.1
"5627",98,1999,4101.96,502.07,4604.03
"5628",98,2000,3445.11,404.8,3849.91
"5629",98,2001,3812.83,495.48,4308.31
"5630",98,2002,3798.92,540.44,4339.36
"5631",98,2003,3933.4,517.435,4450.84
"5632",98,2004,3998.12,550.41,4548.53
"5633",98,2005,4029.22,575.28,4604.5
"5634",98,2006,4153.76,599.29,4753.05
"5635",98,2007,4152.12,593.66,4745.78
"5636",98,2008,4172.16,602.14,4774.3
"5637",98,2009,5183.56,785.85,5969.41
"5638",98,2010,4650.24,733.61,5383.85
"5639",98,2011,5567.29,874.87,6442.16
"5640",98,2012,5584.24,999.27,6583.51
"5641",98,2013,6203.1,988.17,7191.27
"5642",98,2014,5223.83,873.68,6097.51
"5643",98,2015,4421.13,729.34,5150.47
"5644",99,1959,1966.95,575.4,2542.35
"5645",99,1960,1985.29,574.93,2560.22
"5646",99,1961,2008.61,604.06,2612.67
"5647",99,1962,2018.41,567.76,2586.17
"5648",99,1963,2073.19,558.81,2632
"5649",99,1964,2147.56,590.95,2738.51
"5650",99,1965,2021.02,549.3,2570.32
"5651",99,1966,1998.59,545.21,2543.8
"5652",99,1967,2172.96,550.23,2723.19
"5653",99,1968,2012.34,520.64,2532.98
"5654",99,1969,2336.66,662.36,2999.02
"5655",99,1970,2426.87,668.24,3095.11
"5656",99,1971,2189.09,575.41,2764.5
"5657",99,1972,2302.7,619.59,2922.29
"5658",99,1973,2387.73,606.68,2994.41
"5659",99,1974,2272.93,555.16,2828.09
"5660",99,1975,2421.97,584.59,3006.56
"5661",99,1976,2383.33,592.02,2975.35
"5662",99,1977,2507.53,593.34,3100.87
"5663",99,1978,2470.62,539.61,3010.23
"5664",99,1979,2822.59,612.19,3434.78
"5665",99,1980,2895.56,654.75,3550.31
"5666",99,1981,2898.29,657.09,3555.38
"5667",99,1982,3145.5,613.07,3758.57
"5668",99,1983,3298.49,609.8,3908.29
"5669",99,1984,3331.48,559.53,3891.01
"5670",99,1985,3353.85,566.64,3920.49
"5671",99,1986,3366.61,547.16,3913.77
"5672",99,1987,3730.58,592.61,4323.19
"5673",99,1988,3735.36,545.75,4281.11
